qubits	depth	max_operand	time
18	20	4	98.608096251
18	35	1	0.004290399
18	35	1	0.010042069
18	35	1	0.014202451
18	35	1	0.008377534
18	35	1	0.013497168
18	35	2	230.17247065
18	35	2	322.525823338
18	35	2	319.454037738
18	35	2	230.853974216
18	35	2	257.586358899
18	35	3	297.687799585
18	35	3	283.373848587
18	35	3	231.171813424
18	35	3	324.431185608
18	35	3	294.240289272
18	35	4	437.419777656
18	35	4	407.961318031
18	35	4	424.809839526
18	35	4	357.244773127
18	35	4	424.082313747
18	50	1	0.007916048
18	50	1	0.005667553
18	50	1	0.009390346
18	50	1	0.004268607
18	50	1	0.004810911
18	50	2	558.132923878
18	50	2	486.49738941
18	50	2	547.545144727
18	50	2	488.119640305
18	50	2	499.638751544
18	50	3	462.889656712
18	50	3	529.595231869
18	50	3	553.86223061
18	50	3	476.888830052
18	50	3	512.658839471
18	50	4	614.342072476
18	50	4	667.118115856
18	50	4	571.22795855
18	50	4	580.046957708
18	50	4	452.975767275
